identifiant_dsp;code_postal;ville;field13;type_de_station;emplacement;nom_de_la_station;places_autolib;places_recharge_tiers;nombre_total_de_places
92073-02;92150;Suresnes;48.87301, 2.232485;Station;Voirie;Suresnes/Salomon de Rothschild/3;6;0;6
92073-06;92150;Suresnes;48.8741, 2.227249;Station;Voirie;Suresnes/Carnot/52;6;0;6
92073-07;92150;Suresnes;48.8755464, 2.2319905;Station;Voirie;Suresnes/Georges Pompidou/37;6;0;6
92073-10;92150;Suresnes;48.86322, 2.201247;Station;Voirie;Suresnes/Stalingrad/11;6;0;6
92075-02;92170;Vanves;48.8222061, 2.283721;Station;Voirie;Vanves/Pruvot/7;7;0;7
92078-02;92390;Villeneuve-la-Garenne;48.9418303, 2.3235384;Station;Voirie;Villeneuve-la-Garenne/Pompidou/29;5;1;6
93029-03;93700;Drancy;48.9258333, 2.4403004;Station;Voirie;Drancy/Sadi Carnot/116;5;1;6
93029-05;93700;Drancy;48.92155, 2.445802;Station;Voirie;Drancy/Marcelin Berthelot/2;6;0;6
93029-08;93700;Drancy;48.919047, 2.453108;Station;Voirie;Drancy/Jean Jaurès/105;6;0;6
93029-09;93700;Drancy;48.9177255, 2.4464355;Station;Voirie;Drancy/Marcelin Berthelot/73;4;0;4
93029-10;93700;Drancy;48.9207972, 2.4559699;Station;Voirie;Drancy/Auguste Blanqui/22;6;0;6
93029-15;93700;Drancy;48.9196895, 2.4288043;Station;Voirie;Drancy/Diderot/125;5;0;5
93055-04;93500;Pantin;48.8929204, 2.4138507;Station;Voirie;Pantin/Église/44;6;0;6
93063-03;93230;Romainville;48.8826947, 2.4435891;Espace;Voirie;Romainville/Pierre Kerautret/40;6;0;6
94002-01;94140;Alfortville;48.81456, 2.413135;Station;Voirie;Alfortville/Charles de Gaulle/16;6;0;6
94002-04;94140;Alfortville;48.79611, 2.427023;Station;Voirie;Alfortville/Verdun/39;6;0;6
94018-08;94220;Charenton-le-Pont;48.8232903, 2.3967025;Station;Voirie;Charenton-le-Pont/Nouveau Bercy/2;6;0;6
94028-17;94000;Créteil;48.79177, 2.459949;Station;Voirie;Créteil/Mesly/5;6;0;6
94028-19;94000;Créteil;48.7803, 2.469707;Station;Voirie;Créteil/Paul Casalis/49;6;0;6
94044-04;94450;Limeil-Brévannes;48.7486341, 2.4788056;Station;Voirie;Limeil-Brévannes/Emile Zola/5;6;0;6
94076-12;94800;Villejuif;48.79917, 2.3657254;Station;Voirie;Villejuif/Paris/149;6;0;6
75112-16;75012;Paris;48.84283, 2.39217;Station;Voirie;Paris/Reuilly/103;4;0;4
75112-24;75012;Paris;48.8455775, 2.3953738;Station;Voirie;Paris/Fabre d'Églantine/2;4;1;5
75112-28;75012;Paris;48.8345778, 2.4076458;Station;Voirie;Paris/Laperrine/15;4;0;4
75112-PC;75012;Paris;48.8465494, 2.399841;Station;Parking;Paris/Picpus/65;6;0;6
75113-13;75013;Paris;48.8268565, 2.3665764;Station;Voirie;Paris/Nationale/77;4;1;5
75113-16;75013;Paris;48.8257617, 2.3512073;Station;Voirie;Paris/Tolbiac/189;4;0;4
75113-17;75013;Paris;48.8260824, 2.3580488;Station;Voirie;Paris/Tolbiac/145;4;1;5
75113-20;75013;Paris;48.8216717, 2.3690099;Station;Voirie;Paris/Ivry/3;4;0;4
75113-23;75013;Paris;48.8250327, 2.3725162;Station;Voirie;Paris/Eugène Oudiné/51;4;0;4
75113-25;75013;Paris;48.8328237, 2.3624101;Espace;Voirie;Paris/Vincent Auriol/143;4;1;5
75113-27;75013;Paris;48.8365583, 2.3592348;Station;Voirie;Paris/Jeanne D'Arc/157;4;0;4
75113-33;75013;Paris;48.8292818, 2.3744385;Station;Voirie;Paris/Tolbiac/15;4;0;4
75113-35;75013;Paris;48.823196, 2.354218;Station;Voirie;Paris/Jean Delay/1;4;1;5
75113-PL;75013;Paris;48.8351586, 2.3730473;Station;Parking;Paris/Abel Gance/21;6;0;6
75114-03;75014;Paris;48.8395108, 2.3301676;Station;Voirie;Paris/Edgar Quinet/2;4;1;5
75114-07;75014;Paris;48.8318566, 2.3202972;Station;Voirie;Paris/Didot/41;4;0;4
75114-15;75014;Paris;48.8283698, 2.3216963;Station;Voirie;Paris/Plantes/56;3;1;4
75114-16;75014;Paris;48.827687, 2.3330017;Station;Voirie;Paris/Alésia/33;4;0;4
75114-19;75014;Paris;48.828, 2.306022;Station;Voirie;Paris/Raymond Losserand/229;4;1;5
75114-22;75014;Paris;48.8307703, 2.3338877;Station;Voirie;Paris/René Coty/11;4;1;5
75114-24;75014;Paris;48.834286, 2.3338533;Station;Voirie;Paris/Arago/99;4;0;4
75114-28;75014;Paris;48.8287242, 2.3165845;Station;Voirie;Paris/Didot/80;4;0;4
75115-02;75015;Paris;48.8522422, 2.2861675;Station;Voirie;Paris/Grenelle/37;4;0;4
75115-15;75015;Paris;48.8325995, 2.2788853;Station;Voirie;Paris/Colonel Pierre Avia/1;4;1;5
75115-16;75015;Paris;48.8415895, 2.3183413;Station;Voirie;Paris/Vaugirard/20;4;0;4
75115-21;75015;Paris;48.83984, 2.273328;Station;Voirie;Paris/Leblanc/19;4;1;5
75115-44;75015;Paris;48.845907, 2.309597;Station;Voirie;Paris/Suffren/161;4;1;5
75115-47;75015;Paris;48.8412857, 2.2813956;Station;Voirie;Paris/Lacordaire/56;4;1;5
75115-60;75015;Paris;48.848923, 2.3045476;Station;Voirie;Paris/Suffren/112;4;1;5
75115-PK;75015;Paris;48.8393383, 2.2756878;Station;Parking;Paris/Leblanc/37;6;0;6
75115-PM;75015;Paris;48.8455506, 2.3012843;Station;Parking;Paris/Villa Croix-Nivert/26;6;0;6
75116-02;75016;Paris;48.8653828, 2.2945784;Station;Voirie;Paris/Iéna/24;4;0;4
75116-11;75016;Paris;48.8673767, 2.2988559;Station;Voirie;Paris/Pierre 1er de Serbie/33;4;0;4
75116-18;75016;Paris;48.85791, 2.273956;Station;Voirie;Paris/Mozart/2;4;0;4
75116-27;75016;Paris;48.8478478, 2.2723059;Espace;Voirie;Paris/Rémusat/8;4;1;5
75116-31;75016;Paris;48.8432612, 2.259497;Station;Voirie;Paris/Exelmans/77;4;0;4
75116-35;75016;Paris;48.8713288, 2.295196;Station;Voirie;Paris/Iéna/63;4;0;4
75116-PE;75016;Paris;48.8474576, 2.257008;Station;Parking;Paris/Sarrail/1;6;0;6
75117-07;75017;Paris;48.8916817, 2.318781;Station;Voirie;Paris/Pouchet/4;4;1;5
75117-32;75017;Paris;48.89351, 2.314814;Station;Voirie;Paris/Clichy/181;4;0;4
75117-45;75017;Paris;48.88112, 2.284095;Station;Voirie;Paris/Koënig/12;4;1;5
75118-01;75018;Paris;48.89919, 2.330375;Station;Voirie;Paris/Henri Huchard/48;4;0;4
75118-06;75018;Paris;48.8893322, 2.3442809;Station;Voirie;Paris/Custine/45;4;0;4
75118-12;75018;Paris;48.8856198, 2.3531328;Station;Voirie;Paris/Polonceau/19;4;0;4
75118-14;75018;Paris;48.8932768, 2.3394999;Station;Voirie;Paris/Ordener/120;4;1;5
75118-20;75018;Paris;48.8844148, 2.3305461;Station;Voirie;Paris/Rachel/1;4;1;5
75118-31;75018;Paris;48.8945881, 2.3668072;Station;Voirie;Paris/Évangile/45;4;1;5
75118-34;75018;Paris;48.8903813, 2.3548773;Station;Voirie;Paris/Marcadet/7;4;1;5
75119-04;75019;Paris;48.891659, 2.3775942;Station;Voirie;Paris/Flandre/119;4;0;4
75119-08;75019;Paris;48.8917059, 2.3690678;Station;Voirie;Paris/Aubervilliers/126;4;0;4
75119-11;75019;Paris;48.8821153, 2.3814316;Station;Voirie;Paris/Manin/69;4;0;4
75119-24;75019;Paris;48.8727407, 2.3782985;Espace;Voirie;Paris/Jules Romains/1;4;1;5
75120-01;75020;Paris;48.8738701, 2.3864659;Station;Voirie;Paris/Pyrénées/356;4;1;5
75120-17;75020;Paris;48.85844, 2.402911;Espace;Voirie;Paris/Pyrénées/137;4;1;5
75120-18;75020;Paris;48.8552253, 2.3984912;Station;Voirie;Paris/Monte Cristo/24;5;0;5
75120-24;75020;Paris;48.8500605, 2.4019645;Station;Voirie;Paris/Plaine/25;4;1;5
75120-27;75020;Paris;48.8638511, 2.3991848;Station;Voirie;Paris/Pyrénées/231;4;0;4
75120-29;75020;Paris;48.8676044, 2.4021436;Station;Voirie;Paris/Pelleport/86;4;0;4
75101-04;75001;Paris;48.8642939, 2.3314856;Station;Voirie;Paris/Saint Roch/3;4;0;4
75101-11;75001;Paris;48.8633915, 2.3403966;Station;Voirie;Paris/Colonel Driant/7;4;0;4
75104-02;75004;Paris;48.8548459, 2.3505278;Station;Voirie;Paris/Fleurs/23;4;1;5
75105-01;75005;Paris;48.8403227, 2.3562719;Station;Voirie;Paris/Geoffroy-Saint-Hilaire/27;4;1;5
75105-10;75005;Paris;48.8478612, 2.3509722;Station;Voirie;Paris/Écoles/19;4;1;5
